id,shubetu_id,kokushi_id,school_cd,gakubu_cd,gakka_cd,bunri_type,school_name,school_kananame,gakubu_name,gakka_name
5651,0,2,7336,940,8S0,2,杏林大学大学院,キヨウリンダイガクダイガクイン,保健学研究科,保健学専攻
5652,0,2,7336,940,HZ9,2,杏林大学大学院,キヨウリンダイガクダイガクイン,保健学研究科,その他専攻
5653,0,2,7336,994,HZ9,1,杏林大学大学院,キヨウリンダイガクダイガクイン,その他文系研究科,その他専攻
5654,0,2,7336,995,HZ9,2,杏林大学大学院,キヨウリンダイガクダイガクイン,その他理系研究科,その他専攻
5655,1,2,29,194,899,1,桐生大学,キリユウダイガク,医療保健学部,栄養学科
5656,1,2,29,194,974,2,桐生大学,キリユウダイガク,医療保健学部,看護学科
5657,1,2,29,194,HZ8,2,桐生大学,キリユウダイガク,医療保健学部,その他学科
5658,1,2,29,991,HZ8,1,桐生大学,キリユウダイガク,その他文系学部,その他学科
5659,1,2,29,992,HZ8,2,桐生大学,キリユウダイガク,その他理系学部,その他学科
5660,1,2,990,20,1MQ,1,近畿医療福祉大学,キンキイリヨウフクシダイガク,社会福祉学部,臨床福祉心理学科
5661,1,2,990,20,1YR,1,近畿医療福祉大学,キンキイリヨウフクシダイガク,社会福祉学部,生活医療福祉学科
5662,1,2,990,20,20P,1,近畿医療福祉大学,キンキイリヨウフクシダイガク,社会福祉学部,福祉健康スポーツ学科
5663,1,2,990,20,27K,2,近畿医療福祉大学,キンキイリヨウフクシダイガク,社会福祉学部,健康スポーツコミュニケーション学科
5664,1,2,990,20,57I,1,近畿医療福祉大学,キンキイリヨウフクシダイガク,社会福祉学部,経営福祉ビジネス学科
5665,1,2,990,20,HZ8,1,近畿医療福祉大学,キンキイリヨウフクシダイガク,社会福祉学部,その他学科
5666,1,2,990,991,HZ8,1,近畿医療福祉大学,キンキイリヨウフクシダイガク,その他文系学部,その他学科
5667,1,2,990,992,HZ8,2,近畿医療福祉大学,キンキイリヨウフクシダイガク,その他理系学部,その他学科
5668,1,1,820,0BM,3SN,2,近畿職業能力開発大学校,キンキシヨクギヨウノウリヨクカイハツダイガクコウ,専門課程,生産技術科
5669,1,1,820,0BM,3WB,2,近畿職業能力開発大学校,キンキシヨクギヨウノウリヨクカイハツダイガクコウ,専門課程,住居環境科
5670,1,1,820,0BM,55C,2,近畿職業能力開発大学校,キンキシヨクギヨウノウリヨクカイハツダイガクコウ,専門課程,電気エネルギー制御科
5671,1,1,820,0BM,H3O,2,近畿職業能力開発大学校,キンキシヨクギヨウノウリヨクカイハツダイガクコウ,専門課程,デュアルシステム型生産技術科
5672,1,1,820,0BM,HM7,2,近畿職業能力開発大学校,キンキシヨクギヨウノウリヨクカイハツダイガクコウ,専門課程,電子情報技術科
5673,1,1,820,0BM,HZ8,2,近畿職業能力開発大学校,キンキシヨクギヨウノウリヨクカイハツダイガクコウ,専門課程,その他学科
5674,1,1,820,409,3SM,2,近畿職業能力開発大学校,キンキシヨクギヨウノウリヨクカイハツダイガクコウ,応用課程,生産機械システム技術科
5675,1,1,820,409,3SW,2,近畿職業能力開発大学校,キンキシヨクギヨウノウリヨクカイハツダイガクコウ,応用課程,建築施工システム技術科
5676,1,1,820,409,65R,2,近畿職業能力開発大学校,キンキシヨクギヨウノウリヨクカイハツダイガクコウ,応用課程,生産電子情報システム技術科
5677,1,1,820,409,78K,2,近畿職業能力開発大学校,キンキシヨクギヨウノウリヨクカイハツダイガクコウ,応用課程,生産電気システム技術科
5678,1,1,820,409,HH3,2,近畿職業能力開発大学校,キンキシヨクギヨウノウリヨクカイハツダイガクコウ,応用課程,生産情報システム技術科
5679,1,1,820,409,HH7,2,近畿職業能力開発大学校,キンキシヨクギヨウノウリヨクカイハツダイガクコウ,応用課程,生産電子システム技術科
5680,1,1,820,409,HZ8,2,近畿職業能力開発大学校,キンキシヨクギヨウノウリヨクカイハツダイガクコウ,応用課程,その他学科
5681,1,1,820,991,HZ8,1,近畿職業能力開発大学校,キンキシヨクギヨウノウリヨクカイハツダイガクコウ,その他文系学部,その他学科
5682,1,1,820,992,HZ8,2,近畿職業能力開発大学校,キンキシヨクギヨウノウリヨクカイハツダイガクコウ,その他理系学部,その他学科
5683,1,1,636,409,3SM,2,近畿職業能力開発大学校（応用課程）,キンキシヨクギヨウノウリヨクカイハツダイガクコウ（オウヨウカテイ）,応用課程,生産機械システム技術科
5684,1,1,636,409,3SW,2,近畿職業能力開発大学校（応用課程）,キンキシヨクギヨウノウリヨクカイハツダイガクコウ（オウヨウカテイ）,応用課程,建築施工システム技術科
5685,1,1,636,409,65R,2,近畿職業能力開発大学校（応用課程）,キンキシヨクギヨウノウリヨクカイハツダイガクコウ（オウヨウカテイ）,応用課程,生産電子情報システム技術科
5686,1,1,636,409,78K,2,近畿職業能力開発大学校（応用課程）,キンキシヨクギヨウノウリヨクカイハツダイガクコウ（オウヨウカテイ）,応用課程,生産電気システム技術科
5687,1,1,636,409,HH3,2,近畿職業能力開発大学校（応用課程）,キンキシヨクギヨウノウリヨクカイハツダイガクコウ（オウヨウカテイ）,応用課程,生産情報システム技術科
5688,1,1,636,409,HH7,2,近畿職業能力開発大学校（応用課程）,キンキシヨクギヨウノウリヨクカイハツダイガクコウ（オウヨウカテイ）,応用課程,生産電子システム技術科
5689,1,1,636,409,HZ8,2,近畿職業能力開発大学校（応用課程）,キンキシヨクギヨウノウリヨクカイハツダイガクコウ（オウヨウカテイ）,応用課程,その他学科
5690,1,1,636,991,HZ8,1,近畿職業能力開発大学校（応用課程）,キンキシヨクギヨウノウリヨクカイハツダイガクコウ（オウヨウカテイ）,その他文系学部,その他学科
5691,1,1,636,992,HZ8,2,近畿職業能力開発大学校（応用課程）,キンキシヨクギヨウノウリヨクカイハツダイガクコウ（オウヨウカテイ）,その他理系学部,その他学科
5692,1,2,581,1,2,1,近畿大学,キンキダイガク,法学部,法律学科
5693,1,2,581,1,0JT,1,近畿大学,キンキダイガク,法学部,政策法学科
5694,1,2,581,1,HZ8,1,近畿大学,キンキダイガク,法学部,その他学科
5695,1,2,581,4,17,1,近畿大学,キンキダイガク,経済学部,経済学科
5696,1,2,581,4,24,1,近畿大学,キンキダイガク,経済学部,国際経済学科
5697,1,2,581,4,94A,1,近畿大学,キンキダイガク,経済学部,総合経済政策学科
5698,1,2,581,4,HZ8,1,近畿大学,キンキダイガク,経済学部,その他学科
5699,1,2,581,7,30,1,近畿大学,キンキダイガク,経営学部,経営学科
5700,1,2,581,7,35,1,近畿大学,キンキダイガク,経営学部,商学科
5701,1,2,581,7,1MV,1,近畿大学,キンキダイガク,経営学部,キャリア・マネジメント学科
5702,1,2,581,7,2G6,1,近畿大学,キンキダイガク,経営学部,会計学科
5703,1,2,581,7,HZ8,1,近畿大学,キンキダイガク,経営学部,その他学科
5704,1,2,581,30,93M,1,近畿大学,キンキダイガク,国際学部,国際学科　グローバル専攻
5705,1,2,581,30,93N,1,近畿大学,キンキダイガク,国際学部,国際学科　東アジア専攻
5706,1,2,581,30,HZ8,1,近畿大学,キンキダイガク,国際学部,その他学科
5707,1,2,581,43,169,1,近畿大学,キンキダイガク,文芸学部,文化学科
5708,1,2,581,43,1UC,1,近畿大学,キンキダイガク,文芸学部,英語多文化コミュニケーション学科
5709,1,2,581,43,20Y,1,近畿大学,キンキダイガク,文芸学部,文学科　外国語外国文学専攻
5710,1,2,581,43,24B,1,近畿大学,キンキダイガク,文芸学部,文学科　英語英米文学専攻
5711,1,2,581,43,49U,1,近畿大学,キンキダイガク,文芸学部,文化・歴史学科
5712,1,2,581,43,8Q7,1,近畿大学,キンキダイガク,文芸学部,文学科　日本文学専攻
5713,1,2,581,43,93U,1,近畿大学,キンキダイガク,文芸学部,文化デザイン学科
5714,1,2,581,43,9H3,1,近畿大学,キンキダイガク,文芸学部,英語コミュニケーション学科
5715,1,2,581,43,HAG,1,近畿大学,キンキダイガク,文芸学部,芸術学科　造形芸術専攻
5716,1,2,581,43,HAI,1,近畿大学,キンキダイガク,文芸学部,芸術学科　舞台芸術専攻
5717,1,2,581,43,HZ8,1,近畿大学,キンキダイガク,文芸学部,その他学科
5718,1,2,581,102,438,2,近畿大学,キンキダイガク,理工学部,機械工学科
5719,1,2,581,102,4T0,2,近畿大学,キンキダイガク,理工学部,社会環境工学科
5720,1,2,581,102,650,2,近畿大学,キンキダイガク,理工学部,生命科学科
5721,1,2,581,102,H6D,2,近畿大学,キンキダイガク,理工学部,応用化学科
5722,1,2,581,102,HB9,2,近畿大学,キンキダイガク,理工学部,建築学科
5723,1,2,581,102,HE9,2,近畿大学,キンキダイガク,理工学部,情報学科
5724,1,2,581,102,HKU,2,近畿大学,キンキダイガク,理工学部,電気電子工学科
5725,1,2,581,102,HOK,2,近畿大学,キンキダイガク,理工学部,理学科
5726,1,2,581,102,HZ8,2,近畿大学,キンキダイガク,理工学部,その他学科
5727,1,2,581,103,438,2,近畿大学,キンキダイガク,工学部,機械工学科
5728,1,2,581,103,550,2,近畿大学,キンキダイガク,工学部,知能機械工学科
5729,1,2,581,103,635,2,近畿大学,キンキダイガク,工学部,生物化学工学科
5730,1,2,581,103,744,2,近畿大学,キンキダイガク,工学部,化学生命工学科
5731,1,2,581,103,766,2,近畿大学,キンキダイガク,工学部,ロボティクス学科
5732,1,2,581,103,HB9,2,近畿大学,キンキダイガク,工学部,建築学科
5733,1,2,581,103,HDH,2,近畿大学,キンキダイガク,工学部,情報システム工学科
5734,1,2,581,103,HE9,2,近畿大学,キンキダイガク,工学部,情報学科
5735,1,2,581,103,HM9,2,近畿大学,キンキダイガク,工学部,電子情報工学科
5736,1,2,581,103,HZ8,2,近畿大学,キンキダイガク,工学部,その他学科
5737,1,2,581,121,0OI,2,近畿大学,キンキダイガク,農学部,応用生命化学科
5738,1,2,581,121,0OV,2,近畿大学,キンキダイガク,農学部,環境管理学科
5739,1,2,581,121,629,2,近畿大学,キンキダイガク,農学部,生物機能科学科
5740,1,2,581,121,653,2,近畿大学,キンキダイガク,農学部,バイオサイエンス学科
5741,1,2,581,121,831,2,近畿大学,キンキダイガク,農学部,農業生産科学科
5742,1,2,581,121,853,2,近畿大学,キンキダイガク,農学部,水産学科
5743,1,2,581,121,900,2,近畿大学,キンキダイガク,農学部,食品栄養学科
5744,1,2,581,121,HZ8,2,近畿大学,キンキダイガク,農学部,その他学科
5745,1,2,581,134,0IU,2,近畿大学,キンキダイガク,生物理工学部,食品安全工学科
5746,1,2,581,134,100,2,近畿大学,キンキダイガク,生物理工学部,医用工学科
5747,1,2,581,134,185,2,近畿大学,キンキダイガク,生物理工学部,システム生命科学科
5748,1,2,581,134,1P6,2,近畿大学,キンキダイガク,生物理工学部,遺伝子工学科
5749,1,2,581,134,497,2,近畿大学,キンキダイガク,生物理工学部,人間環境デザイン工学科
5750,1,2,581,134,587,2,近畿大学,キンキダイガク,生物理工学部,人間工学科
5751,1,2,581,134,632,2,近畿大学,キンキダイガク,生物理工学部,生物工学科
5752,1,2,581,134,89A,2,近畿大学,キンキダイガク,生物理工学部,生命情報工学科
5753,1,2,581,134,HH8,2,近畿大学,キンキダイガク,生物理工学部,生命情報学科
5754,1,2,581,134,HZ8,2,近畿大学,キンキダイガク,生物理工学部,その他学科
5755,1,2,581,161,18G,2,近畿大学,キンキダイガク,薬学部,創薬科学科
5756,1,2,581,161,1R7,2,近畿大学,キンキダイガク,薬学部,医療薬学科
5757,1,2,581,161,HZ8,2,近畿大学,キンキダイガク,薬学部,その他学科
5758,1,2,581,171,1P9,2,近畿大学,キンキダイガク,医学部,医学科
5759,1,2,581,171,HZ8,2,近畿大学,キンキダイガク,医学部,その他学科
5760,1,2,581,271,0DB,2,近畿大学,キンキダイガク,産業理工学部,建築・デザイン学科
5761,1,2,581,271,23X,1,近畿大学,キンキダイガク,産業理工学部,経営ビジネス学科
5762,1,2,581,271,3AT,2,近畿大学,キンキダイガク,産業理工学部,生物環境化学科
5763,1,2,581,271,HE9,2,近畿大学,キンキダイガク,産業理工学部,情報学科
5764,1,2,581,271,HKN,2,近畿大学,キンキダイガク,産業理工学部,電気通信工学科
5765,1,2,581,271,HKU,2,近畿大学,キンキダイガク,産業理工学部,電気電子工学科
5766,1,2,581,271,HZ8,2,近畿大学,キンキダイガク,産業理工学部,その他学科
5767,1,2,581,300,33F,1,近畿大学,キンキダイガク,総合社会学部,総合社会学科　環境・まちづくり系専攻
5768,1,2,581,300,33G,1,近畿大学,キンキダイガク,総合社会学部,総合社会学科　社会・マスメディア系専攻
5769,1,2,581,300,34F,1,近畿大学,キンキダイガク,総合社会学部,総合社会学科　心理系専攻
5770,1,2,581,300,694,1,近畿大学,キンキダイガク,総合社会学部,総合社会学科
5771,1,2,581,300,HZ8,1,近畿大学,キンキダイガク,総合社会学部,その他学科
5772,1,2,581,502,HB9,2,近畿大学,キンキダイガク,建築学部,建築学科
5773,1,2,581,502,HZ8,2,近畿大学,キンキダイガク,建築学部,その他学科
5774,1,2,581,991,HZ8,1,近畿大学,キンキダイガク,その他文系学部,その他学科
5775,1,2,581,992,HZ8,2,近畿大学,キンキダイガク,その他理系学部,その他学科
5776,0,2,7581,219,4KN,1,近畿大学大学院,キンキダイガクダイガクイン,法務研究科,法務専攻
5777,0,2,7581,219,HZ9,1,近畿大学大学院,キンキダイガクダイガクイン,法務研究科,その他専攻
5778,0,2,7581,329,H1M,2,近畿大学大学院,キンキダイガクダイガクイン,システム工学研究科,システム工学専攻
5779,0,2,7581,329,HZ9,2,近畿大学大学院,キンキダイガクダイガクイン,システム工学研究科,その他専攻
5780,0,2,7581,593,71Z,2,近畿大学大学院,キンキダイガクダイガクイン,産業理工学研究科,産業理工学専攻
5781,0,2,7581,593,HZ9,2,近畿大学大学院,キンキダイガクダイガクイン,産業理工学研究科,その他専攻
5782,0,2,7581,664,551,2,近畿大学大学院,キンキダイガクダイガクイン,医学研究科,医学系専攻
5783,0,2,7581,664,HZ9,2,近畿大学大学院,キンキダイガクダイガクイン,医学研究科,その他専攻
5784,0,2,7581,714,3G6,1,近畿大学大学院,キンキダイガクダイガクイン,経済学研究科,経済学専攻
5785,0,2,7581,714,HZ9,1,近畿大学大学院,キンキダイガクダイガクイン,経済学研究科,その他専攻
5786,0,2,7581,770,6T4,2,近畿大学大学院,キンキダイガクダイガクイン,産業技術研究科,造形学専攻
5787,0,2,7581,770,8H8,2,近畿大学大学院,キンキダイガクダイガクイン,産業技術研究科,物質工学専攻
5788,0,2,7581,770,H9Y,1,近畿大学大学院,キンキダイガクダイガクイン,産業技術研究科,経営工学専攻
5789,0,2,7581,770,HMA,2,近畿大学大学院,キンキダイガクダイガクイン,産業技術研究科,電子情報工学専攻
5790,0,2,7581,770,HZ9,2,近畿大学大学院,キンキダイガクダイガクイン,産業技術研究科,その他専攻
5791,0,2,7581,792,4X8,1,近畿大学大学院,キンキダイガクダイガクイン,商学研究科,商学専攻
5792,0,2,7581,792,HZ9,1,近畿大学大学院,キンキダイガクダイガクイン,商学研究科,その他専攻
5793,0,2,7581,867,6F6,2,近畿大学大学院,キンキダイガクダイガクイン,生物理工学研究科,生物工学専攻
5794,0,2,7581,867,76P,2,近畿大学大学院,キンキダイガクダイガクイン,生物理工学研究科,生体システム工学専攻
5795,0,2,7581,867,HZ9,2,近畿大学大学院,キンキダイガクダイガクイン,生物理工学研究科,その他専攻
5796,0,2,7581,879,1T6,1,近畿大学大学院,キンキダイガクダイガクイン,総合文化研究科,英語英米文学専攻
5797,0,2,7581,879,5H2,1,近畿大学大学院,キンキダイガクダイガクイン,総合文化研究科,心理学専攻
5798,0,2,7581,879,76O,1,近畿大学大学院,キンキダイガクダイガクイン,総合文化研究科,文化・社会学専攻
5799,0,2,7581,879,7W8,1,近畿大学大学院,キンキダイガクダイガクイン,総合文化研究科,日本文学専攻
5800,0,2,7581,879,HZ9,1,近畿大学大学院,キンキダイガクダイガクイン,総合文化研究科,その他専攻
5801,0,2,7581,881,96,2,近畿大学大学院,キンキダイガクダイガクイン,総合理工学研究科,メカニックス系工学専攻
5802,0,2,7581,881,174,2,近畿大学大学院,キンキダイガクダイガクイン,総合理工学研究科,環境系工学専攻
5803,0,2,7581,881,81U,2,近畿大学大学院,キンキダイガクダイガクイン,総合理工学研究科,建築デザイン専攻
5804,0,2,7581,881,8H5,2,近畿大学大学院,キンキダイガクダイガクイン,総合理工学研究科,物質系工学専攻
5805,0,2,7581,881,H0B,2,近畿大学大学院,キンキダイガクダイガクイン,総合理工学研究科,エレクトロニクス系工学専攻
5806,0,2,7581,881,HMN,2,近畿大学大学院,キンキダイガクダイガクイン,総合理工学研究科,東大阪モノづくり専攻
5807,0,2,7581,881,HOL,2,近畿大学大学院,キンキダイガクダイガクイン,総合理工学研究科,理学専攻
5808,0,2,7581,881,HZ9,2,近畿大学大学院,キンキダイガクダイガクイン,総合理工学研究科,その他専攻
5809,0,2,7581,910,145,2,近畿大学大学院,キンキダイガクダイガクイン,農学研究科,環境管理学専攻
5810,0,2,7581,910,1J6,2,近畿大学大学院,キンキダイガクダイガクイン,農学研究科,バイオサイエンス専攻
5811,0,2,7581,910,1Y5,2,近畿大学大学院,キンキダイガクダイガクイン,農学研究科,応用生命化学専攻
5812,0,2,7581,910,5R0,2,近畿大学大学院,キンキダイガクダイガクイン,農学研究科,水産学専攻
5813,0,2,7581,910,7Y4,2,近畿大学大学院,キンキダイガクダイガクイン,農学研究科,農業生産科学専攻
5814,0,2,7581,910,HZ9,2,近畿大学大学院,キンキダイガクダイガクイン,農学研究科,その他専攻
5815,0,2,7581,942,8T5,1,近畿大学大学院,キンキダイガクダイガクイン,法学研究科,法律学専攻
5816,0,2,7581,942,HZ9,1,近畿大学大学院,キンキダイガクダイガクイン,法学研究科,その他専攻
5817,0,2,7581,955,07C,2,近畿大学大学院,キンキダイガクダイガクイン,薬学研究科,薬科学専攻
5818,0,2,7581,955,8U8,2,近畿大学大学院,キンキダイガクダイガクイン,薬学研究科,薬学専攻
5819,0,2,7581,955,HZ9,2,近畿大学大学院,キンキダイガクダイガクイン,薬学研究科,その他専攻
5820,0,2,7581,994,HZ9,1,近畿大学大学院,キンキダイガクダイガクイン,その他文系研究科,その他専攻
5821,0,2,7581,995,HZ9,2,近畿大学大学院,キンキダイガクダイガクイン,その他理系研究科,その他専攻
5822,1,2,489,21,04R,1,金城学院大学,キンジヨウガクインダイガク,現代文化学部,コミュニティ福祉学科
5823,1,2,489,21,54,1,金城学院大学,キンジヨウガクインダイガク,現代文化学部,国際社会学科
5824,1,2,489,21,219,1,金城学院大学,キンジヨウガクインダイガク,現代文化学部,情報文化学科
5825,1,2,489,21,HZ8,1,金城学院大学,キンジヨウガクインダイガク,現代文化学部,その他学科
5826,1,2,489,23,04R,1,金城学院大学,キンジヨウガクインダイガク,人間科学部,コミュニティ福祉学科
5827,1,2,489,23,34H,1,金城学院大学,キンジヨウガクインダイガク,人間科学部,多元心理学科
5828,1,2,489,23,4RA,1,金城学院大学,キンジヨウガクインダイガク,人間科学部,現代子ども学科
5829,1,2,489,23,4WF,1,金城学院大学,キンジヨウガクインダイガク,人間科学部,心理学科　社会心理学専攻
5830,1,2,489,23,4WJ,1,金城学院大学,キンジヨウガクインダイガク,人間科学部,心理学科　臨床心理学専攻
5831,1,2,489,23,85M,1,金城学院大学,キンジヨウガクインダイガク,人間科学部,現代子ども教育学科
5832,1,2,489,23,HPE,1,金城学院大学,キンジヨウガクインダイガク,人間科学部,芸術・芸術療法学科
5833,1,2,489,23,HZ8,1,金城学院大学,キンジヨウガクインダイガク,人間科学部,その他学科
5834,1,2,489,41,0T7,1,金城学院大学,キンジヨウガクインダイガク,文学部,日本語日本文化学科
5835,1,2,489,41,160,1,金城学院大学,キンジヨウガクインダイガク,文学部,英語英米文化学科
5836,1,2,489,41,55V,1,金城学院大学,キンジヨウガクインダイガク,文学部,外国語コミュニケーション学科
5837,1,2,489,41,H7T,1,金城学院大学,キンジヨウガクインダイガク,文学部,音楽芸術学科
5838,1,2,489,41,HZ8,1,金城学院大学,キンジヨウガクインダイガク,文学部,その他学科
5839,1,2,489,98,12J,1,金城学院大学,キンジヨウガクインダイガク,生活環境学部,生活マネジメント学科
5840,1,2,489,98,4TS,1,金城学院大学,キンジヨウガクインダイガク,生活環境学部,食環境栄養学科
5841,1,2,489,98,H8R,1,金城学院大学,キンジヨウガクインダイガク,生活環境学部,環境デザイン学科
5842,1,2,489,98,HZ8,1,金城学院大学,キンジヨウガクインダイガク,生活環境学部,その他学科
5843,1,2,489,161,921,2,金城学院大学,キンジヨウガクインダイガク,薬学部,薬学科
5844,1,2,489,161,HZ8,2,金城学院大学,キンジヨウガクインダイガク,薬学部,その他学科
5845,1,2,489,644,HBZ,1,金城学院大学,キンジヨウガクインダイガク,国際情報学部,国際情報学科
5846,1,2,489,644,HZ8,1,金城学院大学,キンジヨウガクインダイガク,国際情報学部,その他学科
5847,1,2,489,991,HZ8,1,金城学院大学,キンジヨウガクインダイガク,その他文系学部,その他学科
5848,1,2,489,992,HZ8,2,金城学院大学,キンジヨウガクインダイガク,その他理系学部,その他学科
5849,0,2,7489,829,4Y6,1,金城学院大学大学院,キンジヨウガクインダイガクダイガクイン,人間生活学研究科,消費者科学専攻
5850,0,2,7489,829,5N1,1,金城学院大学大学院,キンジヨウガクインダイガクダイガクイン,人間生活学研究科,人間生活学専攻
5851,0,2,7489,829,5N7,1,金城学院大学大学院,キンジヨウガクインダイガクダイガクイン,人間生活学研究科,人間発達学専攻
5852,0,2,7489,829,HZ9,1,金城学院大学大学院,キンジヨウガクインダイガクダイガクイン,人間生活学研究科,その他専攻
5853,0,2,7489,929,1U5,1,金城学院大学大学院,キンジヨウガクインダイガクダイガクイン,文学研究科,英文学専攻
5854,0,2,7489,929,4S7,1,金城学院大学大学院,キンジヨウガクインダイガクダイガクイン,文学研究科,社会学専攻
5855,0,2,7489,929,656,1,金城学院大学大学院,キンジヨウガクインダイガクダイガクイン,文学研究科,国文学専攻
5856,0,2,7489,929,HZ9,1,金城学院大学大学院,キンジヨウガクインダイガクダイガクイン,文学研究科,その他専攻
5857,0,2,7489,994,HZ9,1,金城学院大学大学院,キンジヨウガクインダイガクダイガクイン,その他文系研究科,その他専攻
5858,0,2,7489,995,HZ9,2,金城学院大学大学院,キンジヨウガクインダイガクダイガクイン,その他理系研究科,その他専攻
5859,1,2,522,20,75,1,金城大学,キンジヨウダイガク,社会福祉学部,社会福祉学科
5860,1,2,522,20,0B9,1,金城大学,キンジヨウダイガク,社会福祉学部,社会福祉学科　社会福祉専攻
5861,1,2,522,20,0Q8,1,金城大学,キンジヨウダイガク,社会福祉学部,子ども福祉学科
5862,1,2,522,20,42O,1,金城大学,キンジヨウダイガク,社会福祉学部,社会福祉学科　こども専攻
5863,1,2,522,20,HZ8,1,金城大学,キンジヨウダイガク,社会福祉学部,その他学科
5864,1,2,522,06O,4G4,2,金城大学,キンジヨウダイガク,医療健康学部,作業療法学科
5865,1,2,522,06O,8X2,2,金城大学,キンジヨウダイガク,医療健康学部,理学療法学科
5866,1,2,522,06O,HZ8,2,金城大学,キンジヨウダイガク,医療健康学部,その他学科
5867,1,2,522,693,974,2,金城大学,キンジヨウダイガク,看護学部,看護学科
5868,1,2,522,693,HZ8,2,金城大学,キンジヨウダイガク,看護学部,その他学科
5869,1,2,522,991,HZ8,1,金城大学,キンジヨウダイガク,その他文系学部,その他学科
5870,1,2,522,992,HZ8,2,金城大学,キンジヨウダイガク,その他理系学部,その他学科
5871,0,2,7522,07D,1ES,2,金城大学大学院,キンジヨウダイガクダイガクイン,総合リハビリテーション学研究科,総合リハビリテーション学専攻
5872,0,2,7522,07D,HZ9,2,金城大学大学院,キンジヨウダイガクダイガクイン,総合リハビリテーション学研究科,その他専攻
5873,0,2,7522,558,99,2,金城大学大学院,キンジヨウダイガクダイガクイン,リハビリテーション学研究科,リハビリテーション学専攻
5874,0,2,7522,558,HZ9,2,金城大学大学院,キンジヨウダイガクダイガクイン,リハビリテーション学研究科,その他専攻
5875,0,2,7522,994,HZ9,1,金城大学大学院,キンジヨウダイガクダイガクイン,その他文系研究科,その他専攻
5876,0,2,7522,995,HZ9,2,金城大学大学院,キンジヨウダイガクダイガクイン,その他理系研究科,その他専攻
5877,1,2,973,77,1SP,1,近大姫路大学,キンダイヒメジダイガク,教育学部,こども未来学科
5878,1,2,973,77,HZ8,1,近大姫路大学,キンダイヒメジダイガク,教育学部,その他学科
5879,1,2,973,693,974,1,近大姫路大学,キンダイヒメジダイガク,看護学部,看護学科
5880,1,2,973,693,HZ8,1,近大姫路大学,キンダイヒメジダイガク,看護学部,その他学科
5881,1,2,973,991,HZ8,1,近大姫路大学,キンダイヒメジダイガク,その他文系学部,その他学科
5882,1,2,973,992,HZ8,2,近大姫路大学,キンダイヒメジダイガク,その他理系学部,その他学科
5883,1,1,5,4,17,1,釧路公立大学,クシロコウリツダイガク,経済学部,経済学科
5884,1,1,5,4,30,1,釧路公立大学,クシロコウリツダイガク,経済学部,経営学科
5885,1,1,5,4,HZ8,1,釧路公立大学,クシロコウリツダイガク,経済学部,その他学科
5886,1,1,5,991,HZ8,1,釧路公立大学,クシロコウリツダイガク,その他文系学部,その他学科
5887,1,1,5,992,HZ8,2,釧路公立大学,クシロコウリツダイガク,その他理系学部,その他学科
5888,1,2,882,674,76L,1,国立音楽大学,クニタチオンガクダイガク,音楽学部,演奏・創作学科
5889,1,2,882,674,76M,1,国立音楽大学,クニタチオンガクダイガク,音楽学部,音楽文化教育学科　音楽文化教育専攻
5890,1,2,882,674,76N,1,国立音楽大学,クニタチオンガクダイガク,音楽学部,音楽文化教育学科　幼児音楽教育専攻
5891,1,2,882,674,H64,1,国立音楽大学,クニタチオンガクダイガク,音楽学部,演奏学科
5892,1,2,882,674,H7N,1,国立音楽大学,クニタチオンガクダイガク,音楽学部,音楽教育学科　音楽教育専攻
5893,1,2,882,674,H7O,1,国立音楽大学,クニタチオンガクダイガク,音楽学部,音楽教育学科　幼児教育専攻
5894,1,2,882,674,H82,1,国立音楽大学,クニタチオンガクダイガク,音楽学部,音楽文化デザイン学科
5895,1,2,882,674,HZ8,1,国立音楽大学,クニタチオンガクダイガク,音楽学部,その他学科
5896,1,2,882,991,HZ8,1,国立音楽大学,クニタチオンガクダイガク,その他文系学部,その他学科
5897,1,2,882,992,HZ8,2,国立音楽大学,クニタチオンガクダイガク,その他理系学部,その他学科
5898,0,2,7882,676,H7J,1,国立音楽大学大学院,クニタチオンガクダイガクダイガクイン,音楽研究科,音楽学専攻
5899,0,2,7882,676,H7P,1,国立音楽大学大学院,クニタチオンガクダイガクダイガクイン,音楽研究科,音楽教育学専攻
5900,0,2,7882,676,H7W,1,国立音楽大学大学院,クニタチオンガクダイガクダイガクイン,音楽研究科,音楽研究専攻
5901,0,2,7882,676,H97,1,国立音楽大学大学院,クニタチオンガクダイガクダイガクイン,音楽研究科,器楽専攻
5902,0,2,7882,676,HC5,1,国立音楽大学大学院,クニタチオンガクダイガクダイガクイン,音楽研究科,作曲専攻
5903,0,2,7882,676,HHC,1,国立音楽大学大学院,クニタチオンガクダイガクダイガクイン,音楽研究科,声楽専攻
5904,0,2,7882,676,HZ9,1,国立音楽大学大学院,クニタチオンガクダイガクダイガクイン,音楽研究科,その他専攻
5905,0,2,7882,994,HZ9,1,国立音楽大学大学院,クニタチオンガクダイガクダイガクイン,その他文系研究科,その他専攻
5906,0,2,7882,995,HZ9,2,国立音楽大学大学院,クニタチオンガクダイガクダイガクイン,その他理系研究科,その他専攻
5907,1,2,704,4,17,1,熊本学園大学,クマモトガクエンダイガク,経済学部,経済学科
5908,1,2,704,4,24,1,熊本学園大学,クマモトガクエンダイガク,経済学部,国際経済学科
